"id1","id2"
"1152","80881272","81759390"
"1153","83805552","81759390"
"1154","82657726","82923154"
"1155","99795358","83730762"
"1156","83598208","83730762"
"1157","83990710","99776970"
"1158","83990710","82001896"
"1159","83990710","82637328"
"1160","82587568","82997880"
"1161","83574504","82997880"
"1162","99830642","79938510"
"1163","75705106","81367522"
"1164","82407968","81822450"
"1165","81741454","83039664"
"1166","82349640","83597266"
"1167","83886234","99808224"
"1168","80580766","99808224"
"1169","83097784","83122510"
"1170","82652806","83122510"
"1171","79797906","99766250"
"1172","82805632","82766444"
"1173","82882370","82766444"
"1174","81731904","82826272"
"1175","99762258","82826272"
"1176","79397480","82009910"
"1177","83593312","82368064"
"1178","83593312","99779366"
"1179","83181506","99779366"
"1180","81778204","83067946"
"1181","83069472","81340060"
"1182","83932060","80078982"
"1183","82536482","83773538"
"1184","83537182","82963632"
"1185","82736272","81515616"
"1186","82736272","80272612"
"1187","83012278","82201128"
"1188","80580458","82565852"
"1189","81894468","80467050"
"1190","83014752","83009926"
"1191","82147998","99873834"
"1192","82280630","99883934"
"1193","82280630","99895958"
"1194","75213540","82469738"
"1195","83803710","81678472"
"1196","64797262","83080222"
"1197","82926022","99751870"
"1198","83674470","99894078"
"1199","99919750","99894078"
"1200","99817964","99894078"
"1201","82602398","99750328"
"1202","82882370","82825720"
"1203","83860016","99799690"
"1204","82758238","83115290"
"1205","81910004","99881286"
"1206","83013666","99881286"
"1207","99774790","99827840"
"1208","99933942","99962250"
"1209","99940596","83885244"
"1210","83969420","99925828"
